comments;sentiment
otimo;pos
produto muito bom e facil de montar.;pos
entrega dentro do prazo;pos
comprei internet em outras loja l/a s/a foi permitido receber na propria loja, agora nao aceitaram a solicitacao. estou triste sem saber destino do produto pago e nao recebido.;neg
produto entregue no prazo e correto.;pos
o produto foi entregue corretamente, e dentro do prazo. gostei da mochila. achei o produto simples, porem bonito. e uma mochila otima para o meu dia a dia.;pos
eu nao gostei demorou muito passou do prazo e o produto nao chegou e por isso tou cancelando o pedid5;neg
4. bom atendimento;pos
produto chegou antes do esperado e e de boa qualidade. super gostei.;pos
produto muito bom e eficiente para quem gosta de andar de bike e precisa de gps.;pos
o produto esta quebrado;neg
valor adequado para o produto. so deixo a dica que se colocassem uns chaveiros de emoji ficaria perfeita. o frete por ser enviado pelo sedex pp que e uma das postagens mais baratas poderia ser baixa;pos
amei, lindo!;pos
recomendo. adorei o produto e ao processo de compra foi perfeito.;pos
material bom.;pos
produto de otima qualidade e chegou antes do prazo.;pos
recebi muitos dias antes da previsao. recomendo!;pos
otima loja eu recomendo;pos
super recomendo;pos
pedi a lapiseira 0,7 recebi 2.0;pos
tudo certo. recomendo! tudo como esperado e dentro do prazo!;pos
muito bom recomendo;pos
efetuei a compra e recebi os produtos errados,, entrei em contato e nao foi resolvido o problema, jamais comprarei ou indicarei a alguem que compre neste site, pois nao e de confianca;neg
solicito a troca do produto pelo pedido correto .produto comprado :capa de maquina lava  seca lg 12kg prata .produto recebido : capa de maquina lava  seca lg 8,5 a 10kg prata;neg
otimo. belo servico ... produto chegou inteiro ...5 litros de suco de uva bordo...;pos
chegou rapido e e um excelente produto.;pos
muito bom . recomendo a todos;pos
ainda nao recebi o produto;neg
recomendo.;pos
"recebi tudo certo e antes do prazo previsto ;";pos
muito satisfeito . nota 10;pos
boa compra. gostei da capa do xbox;pos
muito bom recomendo;pos
sugestao . apenas um detalhe, a pelicula de vidro nao e recomendada para o xperia xa1 pois a sua tela e abaulada e a pelicula nao adere nas margens. a pelicula recomendada e de gel.;neg
muito bom. adorei a compra e o vendedor !!!;pos
na discriminacao dizia que era de sisal, mas nao e. vu dar entrada no procon.;neg
produto excelente!!;pos
super recomendo. facil de usar, vem a bateria, e so plugar e usar. recomemdo a todos!;pos
apreciei a rapidez da entrega e o valor do produto.;neg
muito bom. cubo bom, porem vem com os parafusos meio soltos .;pos
confiavel 10;pos
produto veio ok, mas na descricao diz vir fonte e nao vem. so nao funcionou o ps3, nao sei se a fonte faz a diferenca para isso, mas o resto, pc, xbox, blu-ray funcionaram normalmente, entao esta ok.;pos
otimo. chegou bem embalado. tudo ok.;pos
show. maravilhoso e pratico em sua colocacao.;pos
vendedor super atencioso. produto chegou quase 20 dias antes do prazo. dentro das expectativas.;pos
muito bom;pos
bom;pos
otimo produto,entrega imediata.;pos
adorei, recomendo;pos
comprar nas lojas lannister e tudo de bom... entrega rapida , preco bom !!! somente o frete que deveria ser um pouco mais barato ....;pos
super recomendo. recebi o produto antes do prazo combinado;pos
ok;pos
recebi antes do prazo e o produto veio bem embalado so tenho a agradecer a vcs;pos
10;pos
refil tinta caneta shaffe;pos
recebi somente apenas 1 dos produtos, falta eu receber o massageador facial anti-idade vibracao harmonizacao energy;neg
otimo. parabens. bom trabalho.;pos
chegou antes do prazo!;pos
parabens! produto otimo, cumpriu o que eu esperava e chegou bem antes do prazo da entrega.;pos
ate o momento foi satisfatorio a compra;neg
posso aceitar isso e meu coracao continua aberto;pos
o magnesio dimalato nutri gold e muito agradavel de tomar pois e mastigavel e possui sabor delicioso. com apenas duas capsulas diarias atende 100 da necessidade.;pos
otimo. muito bom;pos
produto muito bom;pos
melhor loja...melhor transportadora...melhor produto;pos
jamais imaginei ter que esperar mais de 60 dias por um produto, pagar por esse produto e o mesmo nao chegar.;neg
ate agora so transtorno por causa desse produto.;neg
a embalagem do produto nao veio devidamente lacrada . nao tenho certeza se e original;neg
estou satisfeito com a entrega no prazo, mas o box veio todo amassado. e gostaria de fazer uma troca por um box nao avariado.;neg
bom. o umbigo dificador e muito bom, bem como foi anunciado.;pos
o produto e de qualidade chegou dentro do prazo e em perfeitas condicoes. eu recomendo;pos
otimo produto e entrega rapida.;pos
recomendo a empresa.o produto tem preco bom e qualidade,so tive um problema, pois durante o transporte as pecas ficaram esfregando nas outras e acabaram chegando raladas em varios locais.melhore isso.;pos
poderiam disponibilizar o tamanho das pulseiras para que pudessemos fazer a escolha certa.;pos
tudo certo com o produto, fiquei muito satisfeita.;pos
site otimo adorei a praticidade do site na hora de comprar!;pos
os correios fez uma tentativa pois eu nao estava em casa era o dia do feriado do dia 12/10 voltou para agencia tive que ir buscar na agencia.;neg
otima compra! obrigada!;pos
muito bom , entregou bem antes do combinado nota 10 sensacional;pos
preciso saber quando sera entregue minha encomenda,esta me atrapalhando essa demora;neg
chegou tudo certinho e produto de qualidade espero que seja sempre assim;pos
ccccccccc cccccccc ccccc ccc;pos
impressionada. entrega em dois dias. muito rapido, em perfeito estado.;pos
muito boa.;pos
otima . recebi no prazo certo. foi super rapido.;pos
nao recebi. ainda nao recebi;neg
produto bom;pos
otimo produto. gostei muito . otimo produto;pos
recomendo. ja comprei outras vezes e fui bem atendido.;neg
adorei otima loja meu pedido chegou rapidinho eu recomendo lojas lannister.;pos
nao recebi a mercadoria.;neg
adquiri o produto atraves da lannister.com em 02/03/2018, mas o ate esta data nao recebi o produto.;neg
loja muito boa;pos
a resistencia deveria vir uma 110 e outra 220.vieram duas 110.essa foi a razao de meu desapontamento.e como corrigir?;neg
super rapido. pedido chegou super rapido e veio certinho.;pos
atraso. quero saber se vao entregar o produto ou nao. faz mais de 1 mes que eu comprei.;neg
recomendo.. ambos produtos de boa qualidade.;pos
chegou no prazo, bem embalado.;pos
o prazo de entrega e um pouco longo, tirando isso tudo perfeito.;pos
fiz um pedido de 2 cortinas iguais e so recebi uma e mais uma de outro modelo q ainda esta pra ser entregue, e paguei pelas tres...gostaria de saber se ainda vira a que esta faltando.;neg
o relogio e simples, esta ok. a embalagem veio amassada.;neg
qualidade anunciada. produto entregue conforme o anunciado.;pos
o kit e excelente e bonito tb, recebi antes do prazo e em perfeitas condicoes! sou cliente das lojas lannister e ela nunca me decepciona!;pos
adorei o produto ,entega foi td como combinado,eu recomendo esta loja;pos
otimo. adorei surpe indico.;pos
pedi a manta oncinha mandaram uma parecida;neg
ainda estou esperando , recebi um produto comprei 4;pos
material horrivel ,totalmente diferente do que apresenta na imagem e na descricao , nao vale o valor .;neg
o produto chegou com um pequeno defeito, que pode ter sido ocasionado no transporte, porem devido a urgencia na instalacao do mesmo, optei por ficar com ele mesmo assim.;neg
pessima. pela segunda vez realizo compra, na primeira o produto nao foi entregue alegando endereco incompleto. repeti a compra. 1 mes e ate o momento nao recebi o produto;neg
ainda nao recebi o produto mesmo apos incriveis 20 dias para a entrega. mesmo pagando caro por uma simples capa de celular, esse tipo de situacao acontece. absurdo.;neg
adorei o produto.. pra mim e muito util...bem o q eu precisava. obrigada;pos
vaso lindo;pos
o meu pedido ainda nao chegou;neg
entrega super rapida;pos
enviei tres e-maiils para a empresa afiliada as lojas lannister sobre uma posicao quanto a entrega do produto, nao recebi nenhum retorno. quem me retornou foram as lojas lannister para me explicar.;neg
demora no recebimento. estou a 3 dias em casa sem sair aguardando o produto e nada da entrega;neg
super recomendo. produto otimo;pos
muito bom;pos
parabens a lannister pelo excelente trabalho chegou td direitinho no prazo!!!;pos
sandalia hurkus;pos
decepcionado . gentileza entrar em contato urgente 71 98500-7952;neg
muito bem.. muito bonito o relogio.;pos
entrega super rapida e produto de otima qualidade.;pos
eu ainda nao recebi o produto, gostaria de saber o que aconteceu??;neg
pedi um produto e no lugar veio outro responsavel ficou de enviar p correto, estou aguardando;neg
comprei o kit do carrinho com bebe conforto e a base e faltou o carrinho, quero uma resposta com urgencia.;neg
comprei dois produtos, o primeiro recebi no prazo correto e o segundo nao tive sequer uma satisfacao ate hoje, estou muito chateada!!!!;neg
muito bom chegou bem antes do prazo, produto de otima qualidade meu filho amou;pos
excelente vendedor ja efetuei algumas compras sempre recebi em perfeitas condicoes, o produto desta compra chegou antes do prazo maximo para entrega - recomendo.;pos
frete caro . apesar de entregar no prazo , demorou bem mais do que outras lojas com o mesmo prazo .;neg
adquiri o produto via site do baratheon e me foi entregue conforme o prazo acordado. recomendo o baratheon porque a anos compro neste site e muito gosto dos precos, qualidade e atendimento.;pos
o produto foi o correto, chegou no prazo, entretanto houve muita confusao no rastreamento do produto, passando muitos dias para atualizar uma localizacao que fisicamente dura 90 minutos.;neg
ainda nao recebi a mercadoria! mas como preciso do produto estou esperando que o problema se resolva.;neg
entrega rapida;pos
ja fiz vareas compra no baratheon;pos
tudo conforme previsto.;pos
otimos produtos perfeita qualidade estou muito satisfeito;pos
a pelicula veio com varias marcas circulares, provavelmente provenientes da fabricacao.nao recomendo a pelicula.;neg
produto aparentemente de otima qualidade, apenas a pelicula nao serviu para o aparelho.;pos
adorei o relogio e chegou rapido!;pos
produto faltando . fiz o pedido de dois kits de progressiva e so me foi entregue um o que eu faco agora para pegar o produto faltante ?;neg
pol favol plocular outlo tladuto. poltuges nao ta facil na caixinha.;pos
cinco estrelas. nada a acrecentar;pos
entrega meio confusa. minha opiniao e que a empresa deveria informar todos os rastreamentos . uma vez que fiz 1 pedido com 03 unidades . sendo que recebi so o primeiro rastreamento que continha 01 unidade. entrei em panico;pos
ruim;neg
produto com defeito. acabei de receber o produto, porem quando abri a caixa, o produto estava rachado e o conteudo todo espalhado, o produto e adubo quimico, com a embalagem estourada sera dificil nao empedrar!!;neg
produto com problema. o produto apresentou problema no cabo de alimentacao de energia, o mesmo liga e desliga diversas vezes durante o uso, nem pudemos testar ele na verdade, optamos por devolve-lo, infelizmente!;neg
muito bom;pos
entrega antes da data prevista,produto correto, recomendo :;pos
muito boa. super rapido.;pos
um dos pes da pelucia veio com uma mancha escura de sujeira. no mais o produto esta em boas condicoes.;neg
tapete grande e liiiiindoo demais. gateiros irao adorar. a entrega foi meio conturbada pois deixaram nos correios para eu buscar. mas tudo perfeito. vale a pena. lindooo!!!;pos
jose edicarlos alves dos . e uma otima loja para compra voces estao de parabens;pos
amo lannister.com. sempre fui muito bem atendido.recomendo!!!;pos
recebi o produto no prazo de entrega so que o bico de engate veio rachado;neg
adorei e ainda chegou antes da hora.;pos
preciso resolver um.problema comprei dois produtos mais recebi apenas um;neg
nao dispoe da modalidade expressa. aguardo minha encomenda ha quase 1 mes!;neg
meu produto consta como entregue mais ele ainda nao foi recebido.;neg
bom atendimento de rastreabilidade.prazo excelente.;pos
nota fiscal e mercadoria nao corresponde ao produto do pedido;neg
excelente. amei o produto! excelente qualidade.;pos
recomendo. foi entregue dentro do prazo estabelecido , mas, este prazo e muito longo.;neg
ate a presente data 06.04.18 sendo o prazo de entrega 02.04.18;neg
so recebi um dos produtos, quando na verdade eu pedi dois;neg
otimo produto, bom preco e a entrega , excelente como sempre. as lannister e seus parceiros sao os melhores !;pos
recomendo. . atendimento perfeito. obrigada;pos
bom . o produto confere com todas as descricoes ...meu filho amou....;pos
recebi a escova ja testei, porem a potencia dela e muito baixa mesmo na alta intensidade... decepcao total! eu achei que fosse da marca ufree. mas nao me satisfez! e sobre a entrega veio tudo certinho;neg
gostei muito do produto e a entrega me surpreendeu, 10 dias antes do prazo. aprovado.;pos
comprei um produto e foi entregue outro;neg
rapidez no envio. agilidade no envio.;pos
muito bom. gostei muito do produtor;pos
produto de qualidade com um otimo custo beneficio;pos
bom dia!o produto chegou corretamente, mas poderia ter vindo com embalagem de presente.;pos
nao funciona. qualidade muito ruim;neg
muy hermosa.;pos
otima compra. perfeita compra e atendimento;pos
excelente;pos
defeito. a peca veio com defeito.;neg
eu comprei para chegar na minha casa e nao no correio.o problema e os parceiros da baratheon.minha avaliacao e ruim, porque os parceiros da baratheon nao esta cumprindo a entrega no prazo.;neg
o controle esta com problemas e fiz a devolucao do mesmo e estou sem reposta a duas semanas;neg
bom. otimo produto;pos
comprei um produto e empresa enviou outro similar e mais barato. entrei em contato e nao responderam nada sobre a divergencia.;neg
a pelicula dizia que era do samsung s8 plus mas na verdade coloquei e ficou totalmente fora de padrao, me decepcionei pois ficou horrivel;pos
tudo conforme anunciado.;pos
produto excelente;pos
entrega antes do praco estao de parabens;pos
muito bom . perfeito o produto;pos
produto entregue, mais os vendedores deveriam ser mais atenciosos.;neg
a unica coisa que achei desnecessaria e que comprei duas toucas e elas vieram em duas embalagens, com entregas em dias diferentes.;pos
tudo certo! . pedido chegou de acordo!;pos
nao comprem nesse site;neg
produto bom e entregue no prazo recomendo;pos
tudo dentro do prazo, parabens!!!!;pos
mais rapido que o imaginado. nao tem frescura de entregar na favela;pos
gosto muito do baratheon ja sou cliente obrigado;pos
a mochila chegou bem antes do prazo, e exatamente como na descricao, amei!!;pos
bom produto.;neg
bolsa maravilhosaaaa!!!!;pos
a loja atendeu a expectativa e o produto e de alta qualidade. recomendo a todos;pos
gostei muito pois chegou antes do prazo marcado.;pos
recomendo!valeubeijo;pos
"compra efetuada atraves do pedido nr. 02-662562386, em 28/03/2018. pedido postado, em 01/03/2018, 20:12h, com ocorrencia de entrega, de 15/03/2018, 18:31h ; nao recebido ate o momento.";neg
excelente;pos
boa noite ao inves do meu quadro eu recebi um jogo de poker! peco que resolvam o problema o qto antes.;neg
so ha fatos positivos, nao houve transtornos.;pos
a loja pediu um prazo que eu considero muito longo para entrega e ainda assim nao cumpriu;neg
meu cadastro estava incorreto e so vi apos a confirmacao do pedido. alterei no sistema meu cadastro e estou em contato via site e telefone desde 27/02/18. ate agora nao recebi esse pedido, 3 cartuchos;neg
o produto enviado foi outro inferior ao vendido.;neg
ainda nao recebi o produto e o status diz que foi entregue. essa e a 4a. reclamacao. nenhuma foi respondida.;neg
recebido no prazo, parabens pelo atendimento.;pos
a entrega nao foi concluida e nao tive uma posicao da loja ainda, ate o momento aguardo respostas do fornecedor.;neg
gostaria de saber se tenho que mandar amola poos veio sem corte;neg
6. o produto descreve que a caixa do relogio e metal e o vidro cristal mineral e nao e a caixa e resina cromada e o vidro e acrilico.;neg
a mochila e linda e de material de otima qualidade, meu filho amou;pos
otima loja! sempre respondendo o produto e dentro do prazo.;pos
o produto aparenta nao ter o mesmo tamanho anunciado;neg
boa tarde, estou muito decepcionada com esta compra tendo em vista que ate hoje eu nao recebi a mercadoria. vou acabar entrando com uma medida processual, infelizmente.;neg
meio demorado mas dented do prazo, ou seja prazo longo... mas veio td certinho;neg
lannister otima mais o produto e pessimo! descartavel. quebrou no dia que foi montado. nao recomendo a ninguem.;neg
o produto satisfez a minha espectativa;pos
sim. faltou 1 luminaria. estou aguardando o envio.;neg
muito bom;pos
bem rapido.;pos
a pintura da moldura chegou descascada.;neg
boa;neg
rapido com a entrega. e halteres bom material;pos
produto nao foi entregue. o produto ainda nao chegou em minhas maos, peco que verifiquem com os correios aonde foi entregue e quem recebeu.;neg
lancheira homem aranha . produto de qualidade e entregue super rapido;pos
muito bom;pos
ola pessoal nao entendo porque recebi so os tapetes menos as calhas , ate a presente data vamos solucionar isso o mais rapido possivel;neg
qanto a maquina de tosa recebi super rapido,porem fiz junto na mesma data o pedido do cortador de unha.o qual foi cobrado na mesma fatura com o mesmo cartao de credito,porem ate a presente data nao.;neg
poderia entregar mais rapido;neg
produto entregue no prazo e de qualidade.;pos
5. 5;pos
nononono;neg
boa. pelo preco vale a pena!;pos
entrega rapida e produto correto.;pos
excelente. so gostaria de saber porque foi cobrado um frete no valor de r$ 54,40?;pos
compraria novamente pq cumprem com o prazo de entrega e os produtos vem super embalados;pos
satisfeita com o produto e a entrega.;pos
falha na entrega . comprei dois produtos e so entregou um.;neg
excelente atendimento! totalmente confiavel!;pos
recebi o produto.;pos
produto entregue conf.descrito no site.recomendo;pos
atraso na entrega. atraso na entrega;neg
algo aconteceu errado, pois nao recebi estes itens. contudo, ja recebi outros itens que comprei na mesma ocasiao.aguardo um retorno.;neg
td certo. ok;pos
otimo;pos
nao tenho o q dizer agora;neg
a bolsa de cozimento rapido nao foi entregue e no site consta q foi enviado os dois produtos!;neg
o produto foi entregue no ultimo dia do prazo, otimo produto.;neg
nao recebi o produto;neg
parabens targaryen,compraria outros produtos e enficaria para amigos,so uma coisa o frete que achei caro..;pos
gosto muito de compra nas logas lannister, entregam rapido, recomendo.;pos
um dos relogios viram com defeito preciso fazer a troca.;pos
esperando solucao!;neg
muito bom;pos
entregou antes do tempo. produto como esperado;pos
entrega descordenada. poderia ter recebido o produto na loja a 50 metros de minha residencia.;pos
ultimamente estao atrasando muito as entregas;neg
nao foi entregue no prazo. sem conseguir acessar a area de cancelamento do pedido;neg
aparentemente tudo ok nao usei ainda espero que seja boa tanto quanto e bonita;pos
produto ainda nao foi entregue, por isso nao tenho condicoes de opiniar.;neg
produto entregue conforme o combinado;pos
muito bonito , acabamento excelente. deu um toque de classe a minha cozinha.;pos
paguei pelo kit completo:shampoo,condicionador e ativador de cachos e recebi apenas o ativador de cachos,isso ta errado;neg
gostamos muito do produto, preco super competitivo e entrega rapida. recomendamos!!!;pos
muito bom , chegou super rapido.;pos
nao e muito grande, mais e lindo, do msm jeito da foto;pos
recebi a placa, ja substitui e funciona corretamente;pos
no prazo. diferente de pedidos anteriores, o presente foi entregue no prazo previsto, nao obstante o relogio adquirido - bulova marine star - ser bem menor do que apresentado na internet. porem, estou satisfeit;pos
faltou 1 peca;neg
produto bom, atendeu minhas expectativas. obrigado.;pos
pedido foi cancelado e substituido por outro do mesmo lojista que nao criou dificuldades e atendeu o solicitado.;pos
5 estrelas. gostei muito do produto.atendeu minhas expectativas.recomendo.;pos
excelente;pos
preciso ate o dia 20 de fecereiro da compra, pois meu fulho vai nascer e a data era dia 9 da entrega;neg
otimo . gostei muito perfeito;pos
muito bom. foi bem rapido parabens;pos
perfeita com sempre.. simplesmente otimo, como sempre as entregas sao muito rapidas alem do que posso imaginar.;pos
a bolsa tira colo naltika nao veio;neg
produto muito bom,recomendo entrega super rapida.;pos
otimo;pos
"comprei o produto em 20/02/2017; o prazo para entrega era ate 17/03: hoje e 21/03 e ainda nao recebi.";neg
bom. atencao completa adorei quando abri e ja estava embrulhado para presente.;pos
voces deveria nao cobrar a taxa de entrega pois eu tive que ir retirar o produto no correio. no qual eu tive que pagar 15 reais de uber para ir retirar e mais 12 reais para voltar para minha casa;neg
so achei o tamanho do saco menor do que o original que vem no aspirador;pos
nao recebi o produto da targaryen e ja foi debitado do meu cartao de credito. quero meu dinheiro de volta !;neg
reclamacao em relacao a d. esta mercadoria foi pedida duas vezes por engano. pedi o cancelamento de um deles, porem nao foi efetivado e nao me deram resposta. resultado estou com 6 pecas identicas do produto.fiquei indignada.;neg
gostei da loja.entregaram muito antes do prazo. vou comprar mais. aprovado;pos
atendeu nossas necessidades.;pos
o produto chegou mal embalado, caixa rasgada e molhada, possui defeitos na costura e tem um pessimo ajuste no banco do veiculo voyage g6. nao recomendo!!;neg
excelente. nota 10;pos
nao reconmendo. demora na entrega;neg
10. bom;pos
o atendimento foi muito bom e o produto foi entregue antes da data prevista.;pos
achei o.produto otimo super recomendo;pos
estou extremamente insastifita ate agora meu protudo nao chegou e nei mim manda fala nada a respeito disso nao pensava que era asi;neg
locao muito boa. otima locao para o corpo!;pos
nao tenho do que reclamar,recebi no prazo estipulado e o produto foi o que eu havia pedido.;pos
nao gostei, pois nao chegou devido alguns problemas. quero meu dinheiro de volta.;neg
tudo ok;pos
entrega antes do combinado. sem problemas.;pos
otima compra!. foi uma otima compra! chegou antes mesmo do prazo e o produto e igual o que estava no anuncio. correspondeu as expectativas!;pos
produto com qualidade;pos
muito bom!;pos
otimo . exatamente como esperava amo comprar pelo baratheon , chegou bem antes do previsto;pos
otimo atendimento recomendo para todos efetuar compra no site da lojas lannister;pos
meu produto nao foi entregue, sem me da nenhuma informacao. cancelaram meu pedido sem me informar de nada.nao gostei;neg
recomendo. muito bom;pos
sempre comprei pela lannister.com e nunca tive problemas. desta vez, acredito que a transportadora deixou a desejar, mas quem deve resolver o meu problema e a lannister.com.;neg
comprei um cartucho com especificacoes originais canon e recebi um cartucho recarregado.;neg
dez;pos
gostei do preco, e um produto com selo do inmetro pra crianca 1 a 4 anos.;pos
pela primeira vez q comprei , estou muito agradecida , entrega foi rapida parabens!;pos
ok;pos
super recomendo. amei meu produto bem como na foto, com certeza vou efetuar muitas outras compras !!! muito grata!!1;pos
linda!;pos
o relogio e bonito e chegou dentro dk prazo;pos
melhor do que eu esperava,podem comprar;pos
10. loja otima;pos
o cartucho preto funcionou corretamente na impressora, mas o cartucho colorido veio sem tinta amarela. como devo proceder ?;neg
muito bom muito obrigado.;pos
recomendo o material e melhor do que eu pensava otima qualidade veio tudo certinho .chegou bem antes do prazo;pos
oproduto chegou rapido ebom e bonito e barato vou recomendar este produto aus meus amigo okei;pos
gostei do produto, de acordo com o que eu esperava, muito bom, o prazo de entrega nem se fala, dentro do tempo.;pos
. muito bom o atendimento e a entrega foi muito tempo antes do estipulado.;pos
excelente;pos
recomendo!. o produto chegou corretamente e no prazo determinado!;pos
pessimo, uma estafa!!! comprei cartuchos originais e recebi cartuchos recarregaveis piratas!!!! um engano total!!! ademas da demora que foi de mas de 1 mes.... nao recomendo para ninguem.... ruim dema;neg
tudo em ordem.;neg
otimo. produto chegou tudo certo estao de parabens pelo atendimento e rapidez .;pos
produto entregue conforme comprado, dentro do prazo, ate antes.recomendo, com certeza;pos
estou aguardando posicionamento da empresa.;neg
produto veio quebrado;neg
nao recebi esse produto.. e sem previsao de chegar..;neg
tudo certo!. produto descrito com clareza, preco acessivel, entrega antes do prazo, tranquilidade e satisfacao.;pos
produto chegou antes do prazo;pos
pedi a devolucao, pois o produto veio errado;neg
o vendendor entrou em contato comigo dizendo que seria entregue em 3 dias. produto foi parar no correios com prazo de 15 dias. sem comunicar, sem nada, pessimo profissionalismo da empresa. nao cumpre.;neg
produto de qualidade;pos
o prazo 06/04/2018 ontem 23/03/2018 o produto me foi entregue as 15:00 quase 13 dias de antecipacao do prazo. tudo normal com o produto dentro da minha expectativa. nota 10 para o vendedor.;pos
adorei . comprei uns 4 produto para vem ser via,chegou os 3 ante da data para chega,so falta um produto meu chega .agora so vou compra as coisa no baratheon.;pos
loja esta de parabens entregue bem antes do prazo.;pos
tudo conforme combinado . produto entregue no prazo e tudo igual ao do anuncio;pos
demora muito. timha a ser mais rapido;neg
nao entrega;neg
cumpre o prometido . recomendo a todos,otimo produto de qualidade;pos
super recomendo;pos
excelente . gostei muito chegou tudo certinho e antes do prazo tudo bem embalado super recomendo produto de qualidade os sabores sao otimos tudo em perfeito estado estou usando e estou gostando muito eu aprovo e;pos
comprei capa  pelicula de vidro zenfone 4 selfie zd553kl 5.5.mas so mim entregaram a pelicula, pediram mais 10 dias para entregarem a capa,ainda nao deu os 10 dias,estou na expectativa.;neg
otima qualidade,bom custo beneficio.;pos
eu estou satisfeita com o produto chegou direitinho;pos
excelente. prazo de entrega excelente e produto cuidadosamente embalado! recomendo!;pos
aguardando a entrega, pois preciso do produto;neg
chegou antes do prometido;pos
muito bom;pos
triste. adorava comprar neste site!!$;neg
faltou informacao se o produto era composto com lampada;neg
regular. queria meu pedido conforme ilustrado na figura para mim viria a torneira eletrica conforme a ilustracao......;neg
nota 10. tudo dentro do combinado;pos
entrega feito muito rapido;neg
das inumeras compras que fiz, foram dentro do que esperava;pos
otimo;neg
a loja e otima!. o produto e pessimo! acabamento ruim, tecido aspero.;pos
boa tarde recebi o pedido incompleto veio faltando a luminaria grande de 50 cm preto brilhante estou aguardando o produto .espero o mais rapido possivel. obrigado;neg
bom. bom;pos
otimo vendedor , entregue dentro do prazo, material correto.recomendo.;pos
otimo e muito lindo e ainda foi entregue antes da data, super recomendo.;pos
designer. muito bonito, ficou charmoso. recomendo.;pos
eu recomendo muito a targaryen;pos
recomendo;pos
excelente;pos
esta tudo certo;pos
a empresa nao entregou meu produto. esperou passar 20 dias para avisar que nao tinha pecas disponiveis para venda. tenho mais de uma semana aguardando estornarem a compra no cartao.;neg
gostei facil de usar super leve.;pos
otimo produto. atendeu minhas expectativas. recomendo.;pos
entrega antes do prazo, o produto e mais bonito que o mostrado na tela;pos
nao gostei da primeira compra que fiz , pois veio faltando 8 metros de cabo , pois comprei 100 mts e so veio 92 mts , e reclamei e ainda nao resolveram meu problema e me sinto lesado pela a lannister;neg
produto de boa qualidade, loja cumpriu o prazo.. recomendo;pos
tranquilo. negociacao dentro da ornalidade.;pos
mais o menos . achei fraco;neg
era o que eu queria.;pos
produto entrgue dentro do prazo;pos
entrega muito rapida chegou bem antes do prazo em perfeitas condicoes achei perfeto otimo acabamento chegou bem embalado com lacre de garantia produto de otima qualidade.;pos
perfeito. relogio lindo, nao tiro mais do pulso;pos
gostei muito;pos
todos os produto me foram enviados corretamente. eu recomendo as lannister pela celeridade embalagem e excelente atendimento. sucesso os negocios e vendas. soila leao;pos
entrega no prazo e. entrega no prazo e gostei muito do produto;pos
nao entendi pq ate agora nao recebi o produto;neg
boa loja, boa compra, enviou nota fiscal, tudo correto!;pos
muito bom o produto. esse produto foi muito bom!!;pos
recebi meu produto antes do prazo e ainda ganhei um brinde da targaryen muito agradecido lannister e targaryen;pos
achei o produto mal acondicionado na embalagem. chegou todo deformado.. bem diferente da foto do site. mal acabamentonao gostei;neg
cuba impressionante de bela, nas lojas aqui custam cerca de 220,00, vale muito a pena!!!;pos
disseram que entregaram meu pedido em 30///2017 e nao entregaram, quero meu dinheiro de volta.;neg
top;neg
pessimo . estou super chateada com as lojas americana,pois fiz meu pedido mes passado e ate hj nao me entregaram e a entrega era ate o dia 07/05.;neg
o produto veio certo e no tempo correto.recomendo;pos
superou minha expetativas... muito lindo minha filha amouuu;pos
otima;pos
otimo a loja em sua responsabilidade com o comprador;pos
excelente. produto conforme anuncio. entrega dentro do prazo.;pos
boa tarde.recebi o produto sem funcionalidade e solicitei a devolucao.mas nao estou tendo retorno.;neg
adorei o produtos;pos
o produto chegou no prazo e foi como eu imaginava, o produto bonito e de qualidade. otimo custo beneficio.;pos
minha filha adorou o relogio,muito bonito e de otima qualidade;pos
anunciam produto que nao tem em estoque, nao comunicam, nao dao satisfacao...pessimo vendedor;neg
produto de otima qualidade;pos
bom;neg
otimo . muito bom o produto;pos
recomendo. muito bom;pos
muito bom. mercadoria veio bem antes do previsto. acompanhamento da entrega da mercadoria excelente. parabens. continuem assim.;pos
como o descrito.. o produto chegou muito rapido e como o descrito no anuncio, precisei fazer algumas mudancas devido as necessidades especificas do meu servico..;pos
muito bom. produto bom, bonito e a entrega fora de serie... muito antes do prazo... parabens... eu recomendo tanto o produto quanto a loja... nota 10 lojas lannister...;pos
recebi o produto em perfeita condicoes, muito feliz com a aquisicao do produto.indico as lojas lannister a todos meus amigos.entrega dentro do prazo, minha filha esta feliz com o presente que ganhou;pos
gostei e aprovo;pos
recebi o produto corretamente,;pos
. recomendo;pos
chegou no prazo.tudo certo.;pos
recomendo. produto de otima qualidade. muito satisfeito.;pos
comprei duas tesouras fio navalha sendo uma desfiadera ,chegou tudo certo mais abri a maecadoria oque estava dentro era outro produto um navalhete e a nota fiscal estava toda errada tbm .quero cancela;neg
nao entregue. nao entregou o pedido ate hoje.;neg
respeito com cliente.entrga no prazo!;pos
execente. bom produto e bom atendimento, recomendo;pos
feliz. recomendo;pos
otimo;pos
sempre comprei na lannister , mas desta vez o perceiro deles nao entregou o produto, falou que era area de risco , deixou no correio quando chegou o aviso na sexta a tarde nao dava tempo de pegar;neg
e lindo e bem grande maior do q pensei super recomendo;pos
estou muito satisfeito com lannister;pos
o produto nao chegou;neg
muito eficiente;pos
a loja esta de parabens! chegou antes do prazo e o produto veio em perfeito estado. recomendo.;pos
